epoch,acc
1,0.6665046183762762
2,0.7005347593582888
3,0.7228974234321828
4,0.7384540593096743
5,0.7671366067087992
6,0.7554691298006806
7,0.7418570734078755
8,0.737481769567331
9,0.774914924647545
10,0.7112299465240641
11,0.7535245503159942
12,0.7233835683033544
13,0.7287311618862421
14,0.7379679144385026
15,0.735051045211473
16,0.7263004375303841
17,0.735051045211473
18,0.7394263490520175
19,0.7496353913466213
20,0.7335926105979582
21,0.7418570734078755
22,0.737481769567331
23,0.7428293631502187
24,0.752552260573651
25,0.7433155080213903
26,0.7491492464754497
27,0.7379679144385026
28,0.7467185221195917
29,0.7462323772484201
30,0.7467185221195917
